pm_sepuluh,pm_duakomalima,sulfur_dioksida,karbon_monoksida,ozon,nitrogen_dioksida,cluster_kmeans_k4,cluster_minibatch_k9
52,72,33,18,20,17,0,0
53,72,31,21,17,8,0,0
58,73,30,21,14,33,3,8
56,73,32,19,17,42,3,8
41,57,32,15,21,31,1,6
44,61,32,15,14,33,1,6
53,78,34,21,21,35,3,8
62,81,34,25,13,47,3,8
24,50,30,13,14,38,1,6
53,77,34,22,19,42,3,8
53,77,35,18,20,33,3,0
56,89,31,17,22,31,3,7
49,71,31,16,19,34,3,0
57,83,34,17,20,7,0,0
60,84,35,16,23,25,0,0
19,50,17,7,12,18,1,3
29,55,17,10,10,29,1,3
21,54,17,10,19,46,3,3
30,57,17,9,18,18,1,3
42,68,23,9,19,17,1,0
41,65,19,13,18,43,3,8
26,53,19,13,21,32,1,3
40,71,22,11,24,28,1,0
49,78,22,12,21,25,3,0
55,90,20,15,23,33,3,7
41,70,19,17,23,40,3,8
44,73,19,23,18,54,3,8
35,61,19,13,20,25,1,3
24,40,19,8,11,30,1,3
35,61,24,9,15,25,1,3
51,72,22,19,23,57,3,8
63,96,21,19,18,38,3,7
40,70,22,14,16,39,3,8
32,61,22,9,21,15,1,3
49,57,27,8,13,33,1,6
62,95,24,16,15,52,3,7
59,84,23,18,11,74,3,8
38,53,22,6,14,27,1,3
40,60,22,13,14,58,3,8
47,75,28,13,22,43,3,7
44,70,24,14,25,38,3,8
35,66,25,10,27,22,1,3
43,70,26,11,27,22,1,0
47,79,27,10,29,20,0,0
18,25,17,9,13,8,1,3
30,31,16,12,11,10,1,3
34,29,17,13,16,8,1,3
31,71,35,15,24,25,1,0
51,47,21,9,26,13,1,3
55,41,17,15,23,12,1,3
42,37,18,15,24,16,1,3
51,45,20,11,26,15,1,3
60,51,20,13,25,15,1,3
64,53,19,13,26,15,1,3
59,45,18,18,26,19,1,3
65,40,19,20,26,30,1,3
58,47,18,15,27,24,1,3
28,22,17,9,13,11,1,3
51,41,20,10,17,17,1,3
58,48,22,14,26,19,1,3
54,34,19,12,28,24,1,3
59,45,19,17,20,30,1,3
53,49,18,13,23,17,1,3
44,47,21,10,33,18,1,3
50,42,22,8,19,17,1,3
60,71,21,17,24,20,0,0
69,71,19,21,17,16,0,0
27,61,19,8,21,9,1,3
59,93,19,18,31,14,0,0
56,87,19,13,35,18,0,0
61,90,20,12,33,17,0,0
54,87,21,10,30,17,0,0
61,97,22,11,32,21,0,0
60,97,22,11,33,19,0,0
15,39,22,5,25,13,1,3
11,40,35,6,20,13,1,3
22,45,35,9,30,11,1,3
33,54,35,8,41,11,1,3
50,70,35,12,30,11,0,0
55,74,35,20,32,10,0,0
36,57,35,13,34,12,1,3
55,84,35,13,32,12,0,0
44,71,35,8,37,12,0,0
57,94,25,17,46,11,0,5
54,94,25,15,50,13,0,5
54,92,26,19,41,13,0,5
52,85,26,13,48,12,0,5
24,34,25,5,29,11,1,3
40,67,33,8,35,10,1,0
57,91,32,15,45,11,0,5
51,84,27,11,52,12,0,5
56,99,31,10,43,12,0,5
53,77,28,11,51,10,0,5
41,63,32,6,35,11,1,3
40,61,32,6,25,11,1,3
55,81,32,9,28,11,0,0
55,75,16,12,23,7,1,0
27,33,22,14,16,12,1,3
26,38,23,15,14,25,1,3
33,41,22,13,11,5,1,3
22,28,24,12,9,5,1,3
33,32,24,16,9,25,1,3
31,40,22,14,10,25,1,3
36,53,22,15,11,25,1,3
39,46,21,14,12,25,1,3
49,63,23,20,14,17,1,0
43,50,22,16,12,15,1,3
46,58,22,20,12,21,1,3
41,55,24,15,12,11,1,3
46,59,25,14,12,15,1,3
49,61,26,13,14,12,1,3
34,50,21,11,14,11,1,3
29,35,22,11,12,13,1,3
49,28,54,18,13,10,1,6
49,19,53,17,13,10,1,6
49,15,53,15,17,11,1,6
49,20,53,17,14,15,1,6
49,17,53,15,18,12,1,6
49,22,53,16,16,13,1,6
49,77,54,45,19,33,3,1
49,54,54,29,28,22,2,1
49,37,54,22,17,23,2,6
49,29,54,31,9,19,1,1
49,16,54,15,14,13,1,6
49,19,54,14,17,10,1,6
49,22,54,14,19,12,1,6
15,18,54,15,14,11,1,6
26,21,54,18,15,14,1,6
22,19,54,18,14,15,1,6
26,21,54,18,17,15,1,6
35,29,54,18,12,11,1,6
24,22,54,16,13,10,1,6
26,20,54,18,17,14,1,6
34,20,22,17,14,16,1,3
48,35,22,22,19,22,1,3
50,30,21,25,18,24,1,3
38,22,21,23,15,21,1,3
39,27,21,14,15,12,1,3
42,26,21,14,14,10,1,3
44,29,21,11,17,14,1,3
50,33,23,9,20,13,1,3
53,37,23,12,19,14,1,3
39,19,22,7,22,11,1,3
27,15,21,6,18,8,1,3
49,26,39,15,16,4,1,3
49,22,39,15,19,3,1,3
49,18,39,14,21,3,1,3
49,23,42,15,22,6,1,3
49,22,41,15,28,5,1,3
49,31,45,16,27,8,1,3
49,67,44,41,33,15,0,1
49,48,40,24,41,12,1,1
49,50,43,19,39,12,1,1
49,43,40,21,24,8,1,1
49,33,42,15,26,4,1,3
49,25,42,15,21,4,1,3
49,36,45,15,17,6,1,6
49,31,42,15,20,4,1,3
49,34,44,16,22,5,1,3
49,35,42,16,30,6,1,3
49,37,42,16,34,7,1,1
49,29,18,15,29,5,1,3
49,20,51,4,29,5,1,6
49,36,15,7,31,6,1,3
49,38,17,6,35,8,1,3
49,38,14,7,41,12,1,3
49,35,3,8,43,12,1,3
49,51,10,11,39,12,1,3
49,43,9,7,33,9,1,3
49,51,7,10,24,11,1,3
49,55,27,9,30,12,1,3
49,40,26,6,30,12,1,3
49,51,32,8,28,11,1,3
49,34,9,5,38,8,1,3
49,26,9,3,26,3,1,3
46,63,12,22,10,16,1,0
30,38,12,21,11,18,1,3
43,57,14,23,11,24,1,3
37,61,15,22,9,17,1,3
26,56,10,20,8,11,1,3
47,58,14,28,9,21,1,8
33,46,13,24,7,19,1,3
30,46,12,24,7,19,1,3
20,26,9,23,7,19,1,3
39,58,35,19,12,25,1,6
41,56,35,10,18,27,1,6
45,58,19,13,13,25,1,3
28,37,12,11,9,18,1,3
32,54,51,15,6,13,1,6
34,51,62,15,8,23,2,6
40,57,62,15,6,25,2,6
33,55,35,14,7,25,1,6
24,34,29,11,10,21,1,3
29,50,34,12,10,20,1,3
25,39,30,10,11,22,1,3
32,52,23,19,7,31,1,3
31,51,28,17,7,29,1,3
38,59,26,16,11,33,1,3
52,73,25,22,10,38,3,8
39,55,24,19,8,24,1,3
42,59,32,16,7,28,1,6
35,50,26,10,7,19,1,3
31,36,23,9,6,17,1,3
25,32,19,10,8,25,1,3
25,30,18,9,17,21,1,3
37,51,21,12,16,31,1,3
48,60,25,13,12,13,1,3
29,38,23,11,12,12,1,3
51,60,26,13,12,16,1,3
37,48,24,10,11,14,1,3
29,51,22,11,10,16,1,3
56,71,25,18,11,36,3,8
32,37,24,12,11,17,1,3
29,36,24,11,10,19,1,3
22,23,21,11,12,17,1,3
47,56,23,16,14,15,1,3
39,55,22,11,19,8,1,3
44,55,24,11,14,10,1,3
26,33,22,11,12,12,1,3
28,32,23,11,10,15,1,3
30,43,24,13,11,26,1,3
36,48,25,10,10,17,1,3
32,47,25,9,11,12,1,3
24,35,21,10,12,13,1,3
33,39,24,10,11,17,1,3
26,37,26,10,12,12,1,3
39,53,21,17,9,23,1,3
36,52,24,14,9,22,1,3
35,46,21,8,13,11,1,3
52,68,26,14,11,20,1,0
47,57,24,15,11,35,1,3
47,57,24,12,10,19,1,3
29,49,22,7,9,14,1,3
33,36,22,7,9,13,1,3
27,30,21,8,12,12,1,3
49,26,20,6,20,11,1,3
51,41,20,8,16,10,1,3
49,73,35,8,10,27,2,0
28,60,35,6,11,22,1,6
38,69,35,8,13,35,2,6
34,62,13,5,10,23,1,3
41,68,13,7,9,35,3,3
51,79,16,13,13,46,3,8
51,71,13,8,10,38,3,8
31,54,13,5,12,19,1,3
20,51,14,8,13,26,1,3
53,77,19,15,16,43,3,8
29,63,11,8,23,9,1,3
37,64,9,8,13,11,1,3
36,59,8,8,10,18,1,3
28,52,14,6,10,10,1,3
35,56,11,9,10,33,1,3
34,60,11,6,10,19,1,3
33,59,14,7,11,16,1,3
21,40,12,7,11,9,1,3
19,40,12,6,11,17,1,3
23,41,13,7,12,12,1,3
40,58,13,14,11,56,3,8
33,51,14,13,8,48,3,8
57,90,23,20,13,81,3,7
51,75,22,14,11,59,3,8
31,57,20,11,9,51,3,8
42,63,23,14,8,63,3,8
26,54,20,6,9,18,1,3
23,46,23,5,9,25,1,3
25,40,24,10,9,27,1,3
23,38,22,8,17,25,1,3
32,55,23,10,18,16,1,3
46,30,23,9,19,9,1,3
31,23,23,8,20,11,1,3
55,51,23,12,19,13,1,3
45,27,24,7,17,11,1,3
35,28,23,9,12,8,1,3
55,43,22,18,21,11,1,3
37,25,10,12,14,8,1,3
27,21,10,8,15,9,1,3
26,16,10,10,14,13,1,3
50,33,12,19,22,17,1,3
45,23,12,10,30,17,1,3
48,21,11,11,19,11,1,3
30,22,11,10,12,12,1,3
26,14,13,8,14,11,1,3
32,23,12,10,14,9,1,3
34,23,13,8,16,10,1,3
33,20,14,8,15,11,1,3
22,14,11,8,15,9,1,3
27,16,12,8,17,9,1,3
27,16,12,10,18,9,1,3
39,22,12,14,15,11,1,3
31,14,12,16,11,10,1,3
52,35,15,18,18,14,1,3
54,30,12,13,17,12,1,3
46,33,14,15,15,11,1,3
49,27,13,17,12,9,1,3
26,20,12,7,14,8,1,3
27,18,13,6,12,7,1,3
27,12,11,10,13,10,1,3
50,52,12,9,22,10,1,3
33,14,12,9,26,13,1,3
49,48,12,6,26,7,1,3
49,26,13,4,28,4,1,3
49,46,22,8,26,8,1,3
49,33,25,4,28,8,1,3
49,26,4,4,16,25,1,3
49,46,15,8,17,25,1,3
9,43,21,4,20,4,1,3
10,35,12,4,22,5,1,3
14,29,3,6,31,7,1,3
20,74,12,13,29,15,1,3
19,60,10,6,36,10,1,3
14,56,14,5,25,9,1,3
10,35,8,5,21,5,1,3
12,33,17,5,24,6,1,3
41,51,19,10,14,27,1,3
41,47,18,9,15,20,1,3
38,45,19,9,16,24,1,3
54,73,26,17,11,40,3,8
40,47,27,13,10,26,1,3
41,53,37,14,11,31,1,6
35,50,30,13,11,29,1,3
33,48,31,12,10,34,1,6
38,52,33,12,11,25,1,6
31,38,29,11,13,26,1,3
36,51,29,13,12,35,1,6
54,74,37,16,16,43,3,4
56,74,35,18,9,39,3,8
44,68,35,13,9,30,2,6
34,54,33,12,7,19,1,3
42,67,36,18,10,26,1,0
44,71,33,16,6,25,1,0
48,71,35,15,24,25,2,0
53,73,32,28,6,26,3,0
42,50,31,11,10,22,1,3
51,72,40,20,9,30,2,0
50,63,33,22,9,31,3,0
56,70,48,21,8,30,2,6
42,55,28,15,14,28,1,3
47,66,38,19,5,31,2,6
45,57,30,17,7,30,1,6
54,85,36,26,12,50,3,8
44,57,33,13,10,23,1,6
51,33,20,6,17,7,1,3
38,35,20,5,19,9,1,3
39,37,20,5,21,10,1,3
52,61,21,7,16,10,1,3
42,42,23,7,11,14,1,3
40,51,21,4,14,11,1,3
35,44,21,6,15,15,1,3
42,50,21,6,14,9,1,3
34,33,22,4,15,9,1,3
36,35,21,3,15,10,1,3
34,37,22,4,15,11,1,3
53,71,30,5,19,7,1,0
65,79,31,4,20,13,0,0
56,70,31,2,17,11,1,0
37,51,29,15,9,17,1,3
49,67,31,29,8,29,3,8
55,38,18,10,24,15,1,3
36,49,29,14,10,15,1,3
25,29,28,15,12,12,1,3
32,52,29,15,13,9,1,3
37,53,29,13,16,8,1,3
37,50,28,13,17,8,1,3
39,53,28,14,18,9,1,3
46,56,28,21,13,15,1,3
39,47,28,15,15,9,1,3
35,39,28,16,11,13,1,3
51,61,28,20,13,16,1,0
54,60,28,16,15,12,1,0
37,49,28,16,12,13,1,3
20,21,28,12,12,12,1,3
26,30,28,13,12,13,1,3
22,25,28,12,12,12,1,3
26,58,58,11,20,24,2,6
57,94,59,18,26,26,2,2
24,53,59,10,24,14,2,6
19,46,35,15,24,25,1,3
39,65,60,13,22,37,2,6
59,99,60,19,23,59,2,4
29,52,58,7,16,10,2,6
42,72,60,9,17,25,2,6
35,58,35,15,24,25,1,6
42,67,35,15,24,25,1,0
59,87,35,15,24,25,0,0
40,64,59,16,22,46,2,4
50,86,63,12,22,35,2,4
40,63,58,11,12,32,2,6
42,65,59,6,8,20,2,6
32,53,58,8,8,25,2,6
39,70,57,11,7,37,2,6
20,40,55,7,13,21,1,6
23,39,17,6,17,15,1,3
35,56,26,7,15,35,1,3
42,66,21,11,15,38,3,8
56,87,19,11,13,27,3,0
52,73,20,12,11,36,3,8
43,65,21,12,15,24,1,0
39,62,19,18,10,56,3,8
56,84,21,16,15,34,3,8
33,53,19,13,8,29,1,3
17,26,18,4,10,9,1,3
24,30,7,12,11,14,1,3
48,25,16,11,32,18,1,3
54,71,16,14,32,20,0,0
37,32,15,10,30,16,1,3
26,25,15,8,19,19,1,3
26,41,29,13,11,15,1,3
49,63,32,17,15,8,1,0
49,56,32,19,12,15,1,3
49,63,32,19,10,15,1,0
49,43,30,15,19,8,1,3
31,51,40,16,17,21,1,6
54,61,35,19,9,18,1,0
64,83,31,22,11,24,3,0
41,59,28,20,11,10,1,3
33,57,25,9,19,14,1,3
41,68,24,13,17,21,1,0
41,64,27,13,17,21,1,0
54,84,35,15,16,45,3,7
31,44,33,5,14,9,1,3
25,50,36,6,15,7,1,3
31,58,37,12,18,40,2,6
35,56,41,10,16,18,1,6
45,60,44,12,15,25,2,6
49,69,44,13,16,27,2,6
46,66,44,12,19,21,2,6
57,85,48,14,19,28,2,2
53,78,50,12,14,39,2,4
47,71,51,9,12,42,2,4
35,60,49,7,10,25,2,6
61,92,35,15,24,25,0,0
53,75,52,13,7,52,2,4
45,68,35,15,24,25,1,0
59,82,35,15,24,25,0,0
32,56,50,9,11,28,2,6
45,64,55,9,14,20,2,6
40,70,54,8,9,20,2,6
46,67,59,12,12,42,2,4
45,70,52,18,19,40,2,4
41,67,53,14,11,47,2,4
46,65,57,11,11,51,2,4
63,94,57,20,16,45,2,4
34,61,61,11,25,20,2,6
39,15,12,9,24,13,1,3
41,14,12,10,23,12,1,3
52,21,13,13,24,14,1,3
52,30,14,16,22,20,1,3
35,14,13,9,16,14,1,3
31,16,13,8,19,14,1,3
40,19,13,12,21,20,1,3
44,23,13,11,20,19,1,3
49,19,14,15,19,17,1,3
34,18,35,15,24,25,1,3
42,22,13,12,23,19,1,3
58,32,14,17,21,23,1,3
72,52,15,14,19,15,1,3
56,39,16,11,19,23,1,3
43,23,14,9,12,8,1,3
54,35,15,18,15,21,1,3
77,60,14,24,14,12,1,0
33,35,15,11,20,14,1,3
46,39,17,10,23,18,1,3
37,33,16,10,18,12,1,3
42,36,17,15,17,15,1,3
36,43,15,15,32,22,1,3
44,50,15,18,8,10,1,3
49,30,15,14,17,21,1,3
82,55,15,23,24,23,3,8
49,36,16,14,28,20,1,3
12,50,15,5,31,12,1,3
13,41,13,5,44,8,1,3
11,50,13,5,46,10,1,3
19,83,22,10,33,13,0,0
19,40,24,5,27,10,1,3
15,51,22,6,28,10,1,3
11,36,14,7,34,9,1,3
24,41,17,7,29,13,1,3
12,41,19,6,30,10,1,3
51,50,15,7,33,10,1,3
52,47,15,7,38,9,1,3
18,78,26,9,34,13,1,0
19,77,25,10,28,10,1,0
11,59,23,5,14,5,1,3
10,53,21,4,17,5,1,3
17,64,27,7,21,7,1,3
14,59,24,11,24,5,1,3
14,69,30,15,21,7,1,3
24,92,24,18,23,6,0,0
16,51,31,8,20,6,1,3
14,71,35,15,24,25,1,6
17,59,48,7,15,5,1,6
35,78,42,13,16,5,1,0
14,66,18,11,35,5,1,3
18,75,28,13,25,4,1,0
16,60,29,10,24,6,1,3
29,111,24,21,34,8,0,5
20,71,24,9,31,6,1,3
59,55,16,16,32,16,1,3
32,25,15,7,22,12,1,3
52,54,18,11,28,18,1,3
53,44,16,15,21,18,1,3
48,40,35,15,24,25,1,3
49,68,35,15,24,25,2,0
46,50,20,9,29,19,1,3
54,55,21,11,25,22,1,3
52,43,17,9,18,12,1,3
29,31,16,6,11,6,1,3
28,26,16,8,10,7,1,3
26,20,16,8,19,15,1,3
24,24,16,8,22,16,1,3
38,36,21,9,25,18,1,3
36,31,17,11,23,18,1,3
47,51,18,13,27,21,1,3
42,37,18,12,17,16,1,3
41,36,17,12,20,16,1,3
37,33,16,18,14,12,1,3
53,44,17,19,20,16,1,3
71,54,17,20,18,15,1,0
45,33,17,13,14,15,1,3
18,19,16,6,13,8,1,3
26,28,16,9,12,8,1,3
23,24,17,7,14,5,1,3
10,59,17,9,28,6,1,3
25,92,21,11,39,5,0,5
12,54,16,7,42,4,1,3
49,52,21,6,38,6,1,3
18,63,25,10,36,6,1,3
30,90,25,11,39,4,0,5
15,28,17,2,24,2,1,3
12,61,19,4,29,2,1,3
27,75,20,12,30,4,1,0
10,77,16,15,29,4,1,3
9,100,23,19,27,5,0,0
5,54,47,3,28,4,1,6
8,73,53,4,35,4,1,6
49,58,22,4,23,2,1,3
21,25,17,2,19,1,1,3
27,47,16,4,13,1,1,3
20,63,30,8,16,2,1,3
16,21,16,4,28,11,1,3
27,38,19,6,24,11,1,3
27,55,37,5,34,11,1,3
23,58,19,6,27,12,1,3
22,72,28,8,38,12,1,3
39,64,27,12,38,10,1,3
24,60,25,7,34,11,1,3
33,59,24,7,29,11,1,3
25,77,19,10,44,11,0,5
23,73,21,12,39,10,1,5
16,52,17,7,32,11,1,3
10,20,19,3,24,10,1,3
12,52,26,5,21,12,1,3
13,37,35,3,23,13,1,3
24,35,32,8,8,12,1,3
22,40,31,9,9,14,1,3
24,54,30,14,10,17,1,3
29,71,27,9,18,21,1,0
46,69,32,15,14,26,1,0
50,71,27,20,14,25,3,0
34,59,31,14,17,29,1,6
49,71,34,14,13,39,3,7
48,71,28,13,10,37,3,0
55,83,31,19,10,35,3,0
54,82,31,21,19,49,3,8
57,79,32,18,11,42,3,7
45,72,29,18,16,33,3,0
29,34,30,7,8,14,1,3
39,60,39,14,8,28,1,6
53,80,40,20,17,41,3,4
52,73,31,17,11,37,3,8
58,79,32,16,9,35,3,0
43,65,31,14,11,28,1,0
42,64,38,12,19,26,2,6
42,62,37,11,10,25,1,6
42,70,37,16,14,32,2,6
53,70,35,23,8,34,3,8
25,43,33,9,12,17,1,3
34,60,32,16,14,31,1,6
47,72,31,16,16,39,3,8
52,77,30,14,15,37,3,7
45,69,32,14,13,35,3,0
51,78,32,16,14,40,3,7
54,83,35,15,15,40,3,7
20,24,29,13,10,13,1,3
25,28,28,16,11,12,1,3
27,44,29,16,13,17,1,3
30,45,28,13,19,9,1,3
49,65,31,17,16,9,1,0
47,63,29,21,16,16,1,0
42,57,29,21,17,12,1,3
50,62,31,15,19,9,1,0
56,77,31,15,18,8,0,0
61,84,31,16,19,12,0,0
59,85,32,23,21,10,0,0
36,59,29,16,11,33,1,6
51,69,28,14,18,28,3,0
35,55,27,14,15,30,1,3
29,53,28,13,16,31,1,3
43,61,32,15,10,37,3,6
54,81,32,20,16,42,3,8
25,34,28,8,14,15,1,3
44,72,31,15,18,27,3,0
47,70,29,15,17,34,3,0
43,64,27,17,11,34,3,8
56,71,35,15,24,25,0,0
39,62,42,15,13,37,2,6
49,71,37,15,12,38,2,6
43,59,31,12,10,23,1,3
27,47,29,10,9,14,1,3
26,44,28,10,9,13,1,3
37,57,33,13,6,20,1,3
18,40,27,11,13,22,1,3
30,54,31,12,13,31,1,6
59,60,36,12,16,31,2,6
36,57,29,11,15,25,1,3
45,66,30,13,15,29,1,0
50,63,29,20,10,26,1,0
38,60,29,13,13,23,1,3
36,71,28,15,8,22,1,0
42,64,27,17,10,28,1,0
50,71,26,18,7,26,3,0
32,47,27,10,8,19,1,3
17,33,26,6,11,11,1,3
22,37,28,8,11,11,1,3
24,40,30,7,11,8,1,3
49,73,35,15,24,25,0,0
51,68,30,16,25,7,1,0
43,56,29,17,16,10,1,3
32,51,30,15,18,7,1,3
52,63,37,16,17,15,1,0
60,83,31,20,20,15,0,0
31,34,28,13,15,12,1,3
51,67,31,17,22,8,1,0
59,75,34,23,15,11,0,0
51,69,31,22,15,15,1,0
37,56,31,14,13,10,1,3
48,58,31,14,13,11,1,3
51,62,30,16,12,13,1,0
26,37,28,14,11,14,1,3
31,47,35,15,24,25,1,3
75,124,21,16,32,23,0,7
67,93,21,14,35,20,0,0
74,118,24,14,34,20,0,7
76,114,24,12,30,20,0,7
64,86,21,12,25,21,0,0
64,95,24,11,23,18,0,0
74,105,22,11,26,15,0,0
67,99,23,10,22,19,0,0
62,87,24,13,15,11,0,0
68,101,22,13,21,15,0,0
50,71,22,9,24,13,1,0
40,56,20,11,16,23,1,3
56,74,23,21,11,19,3,0
80,113,24,17,19,21,0,0
46,68,22,9,25,18,1,0
71,104,23,21,22,21,0,0
62,82,23,8,26,16,0,0
72,101,24,13,20,17,0,0
79,115,23,23,30,16,0,0
81,117,24,17,28,25,0,7
71,99,23,13,28,17,0,0
84,118,26,14,29,24,0,7
57,83,21,22,11,29,3,8
97,114,22,27,15,36,3,7
23,103,24,11,31,50,3,7
35,120,27,13,38,56,3,7
30,128,25,11,40,55,3,7
38,141,22,16,39,65,3,7
38,116,25,14,38,65,3,7
30,97,23,12,39,46,3,7
36,125,22,17,45,40,3,7
31,108,26,14,41,60,3,7
30,99,25,11,38,49,3,7
23,90,26,9,44,54,3,7
27,84,23,13,39,62,3,7
26,87,25,11,30,55,3,7
33,104,28,9,32,28,0,7
32,109,26,10,27,35,3,7
29,88,26,14,18,34,3,7
19,80,30,8,33,28,1,0
15,64,23,7,30,30,1,3
15,55,20,9,27,32,1,3
20,90,23,24,16,49,3,8
44,127,27,24,18,51,3,7
24,65,22,7,34,31,1,3
38,71,24,22,25,45,3,8
20,81,24,7,30,22,1,0
36,114,29,11,27,35,3,7
39,133,26,16,28,43,3,7
35,59,29,17,3,35,1,6
29,52,30,15,11,29,1,3
52,74,29,24,7,34,3,8
52,72,27,22,2,37,3,8
24,53,29,11,11,22,1,3
47,83,35,19,19,37,3,7
65,100,31,15,28,46,3,7
48,71,27,12,12,34,3,0
51,90,28,16,19,37,3,7
60,88,35,16,25,5,0,0
60,87,34,16,24,5,0,0
62,89,38,17,21,8,0,0
61,82,34,20,17,6,0,0
66,97,38,22,16,12,0,0
55,87,33,20,18,25,0,0
64,91,34,27,18,20,0,0
71,105,35,26,17,15,0,0
57,83,33,19,22,9,0,0
67,103,36,19,22,9,0,0
69,93,36,24,24,9,0,0
44,63,34,18,14,15,1,0
44,64,34,17,18,13,1,0
57,79,35,19,22,12,0,0
60,81,36,22,23,13,0,0
58,81,36,20,22,8,0,0
66,92,40,21,21,24,0,0
63,85,36,29,19,31,3,8
69,97,44,19,22,18,0,2
70,92,41,23,17,31,3,2
66,88,40,17,17,9,0,0
60,78,34,19,14,18,0,0
48,62,35,17,13,14,1,0
39,56,34,21,14,25,1,6
56,79,34,23,13,23,3,0
54,67,33,23,11,23,3,0
37,54,32,16,13,15,1,3
60,87,37,21,20,24,0,0
75,101,39,17,25,8,0,0
56,77,35,16,20,11,0,0
72,101,36,19,22,7,0,0
53,84,27,12,30,21,0,0
53,83,27,12,29,24,0,0
51,77,30,11,27,22,0,0
42,60,25,16,20,39,3,8
64,97,28,20,20,50,3,7
51,81,27,11,28,18,0,0
48,77,26,19,24,44,3,8
60,94,28,19,20,42,3,7
45,66,25,12,18,26,1,0
42,75,30,10,26,21,1,0
61,84,26,23,15,73,3,8
41,64,28,10,12,33,1,6
48,71,27,9,12,34,3,0
43,65,29,13,22,32,3,0
45,66,28,12,27,27,1,0
49,72,28,15,21,32,3,0
52,71,30,14,16,53,3,4
44,62,30,16,13,67,3,4
40,64,34,11,19,34,2,6
57,80,37,15,16,64,3,4
67,101,34,18,15,51,3,7
70,96,32,20,16,59,3,7
43,59,30,10,15,50,3,4
28,42,28,10,11,43,1,6
52,71,34,17,11,66,3,4
87,109,30,22,12,50,3,7
56,67,30,10,10,29,1,0
61,88,33,15,15,68,3,4
58,87,39,13,31,50,3,7
42,65,32,12,27,34,3,6
55,84,33,14,22,48,3,7
63,103,21,11,34,16,0,0
62,102,21,12,38,21,0,0
61,92,22,10,34,16,0,0
56,80,19,11,27,17,0,0
69,112,21,20,25,17,0,0
61,101,20,15,31,19,0,0
66,96,19,16,27,18,0,0
83,117,20,23,26,17,0,0
57,86,19,14,26,21,0,0
66,107,20,12,33,20,0,0
70,95,19,19,28,19,0,0
52,78,19,13,23,11,0,0
50,73,20,11,19,13,1,0
57,84,19,13,29,22,0,0
60,88,21,18,33,23,0,0
61,82,19,13,32,21,0,0
61,75,20,13,27,24,0,0
49,85,20,18,25,12,0,0
49,78,20,10,29,14,0,0
70,107,22,16,23,18,0,0
69,104,22,15,22,20,0,0
73,101,19,21,23,24,0,0
49,64,20,13,21,17,1,0
66,102,22,17,18,15,0,0
76,95,19,24,14,24,3,0
42,60,19,11,14,14,1,3
58,96,22,15,26,11,0,0
80,128,23,13,38,23,0,7
70,105,21,13,29,17,0,0
27,101,21,9,40,5,0,5
22,95,20,9,43,5,0,5
27,95,24,11,40,5,0,5
26,80,20,14,31,5,0,0
42,116,23,19,29,5,0,0
41,95,21,13,33,5,0,0
39,99,21,15,32,5,0,0
51,142,20,26,35,4,0,5
26,97,19,10,32,30,3,7
37,71,19,21,38,45,3,8
19,71,19,11,28,27,1,3
19,71,21,5,22,23,1,3
49,85,21,12,47,52,3,7
26,96,21,12,39,52,3,7
25,100,21,13,49,56,3,7
21,85,27,11,28,50,3,7
28,92,21,22,34,54,3,7
17,79,26,9,39,48,3,7
28,105,29,18,29,62,3,7
24,103,26,11,30,57,3,7
36,89,21,13,35,55,3,7
17,65,21,9,33,52,3,7
15,69,21,9,28,32,1,3
24,90,21,15,28,56,3,7
38,119,20,18,28,44,3,7
16,59,20,5,22,25,1,3
24,100,26,12,29,34,3,7
26,105,26,10,57,53,3,7
54,76,21,9,37,54,3,7
35,113,22,13,42,47,3,7
32,123,26,17,27,51,3,7
31,108,27,10,38,30,0,7
47,137,26,12,40,35,0,7
48,95,24,17,15,51,3,7
29,125,25,19,28,48,3,7
32,60,27,11,9,25,1,3
38,76,30,16,11,35,3,0
51,81,27,21,9,42,3,8
48,75,29,19,12,41,3,8
62,87,31,19,14,43,3,7
41,69,28,13,22,30,3,0
35,62,29,14,10,31,1,6
31,58,27,14,11,35,1,6
49,83,27,18,13,38,3,8
49,79,29,17,14,41,3,7
55,96,37,14,19,43,3,7
65,115,37,14,29,37,0,7
69,102,35,12,23,30,0,7
50,79,29,14,16,30,3,0
63,98,29,21,14,41,3,7
64,109,32,25,20,53,3,7
54,86,29,18,17,42,3,7
56,94,29,16,21,37,3,7
54,97,31,15,20,39,3,7
61,104,34,14,25,37,3,7
57,96,33,13,27,35,3,7
59,97,38,13,22,36,3,7
60,102,37,13,22,39,3,7
62,111,37,16,23,42,3,7
64,109,38,14,20,39,3,7
63,108,35,13,19,37,3,7
64,112,31,12,25,29,0,7
56,90,30,15,18,39,3,7
53,91,30,23,14,46,3,7
46,81,30,16,16,33,3,0
46,76,31,14,14,31,3,0
37,51,36,13,17,13,1,3
54,74,44,19,17,13,0,0
55,75,36,20,17,9,0,0
57,78,42,20,18,19,0,0
59,83,38,20,21,12,0,0
49,61,39,14,25,10,1,0
44,71,39,20,16,25,2,0
43,60,37,15,18,10,1,3
54,74,35,19,19,9,0,0
63,86,39,19,23,8,0,0
64,92,43,15,26,7,0,2
79,116,45,18,29,8,0,2
74,104,46,17,26,8,0,2
55,76,39,18,28,11,0,0
70,96,37,23,21,11,0,0
